member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
0793,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
0783,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
6251,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
2564,AFP MEDICAL CENTER,,,,,,,0
0223,THE MEDICAL CITY,,,,,,,1
4415,CITY OF IMUS DOCTORS HOSPITAL,,,,,,,0
4415,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
4698,MCU-FDTMF HOSPITAL,,,,,,,1
5116,REGION 1 MEDICAL CENTER,,,,,,,0
5084,RIVERSIDE MEDICAL  CENTER,,,,,,,0
4609,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
3656,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
4258,FEU-NRMF HOSPITAL,,,,,,,0
4499,UST HOSPITAL,,,,,,,1
5442,UST HOSPITAL,,,,,,,0
4761,MAKATI MEDICAL CENTER,,,,,,,0
4642,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
4642,OUR LADY OF THE PILLAR MEDICAL CENTER,,,,,,,0
4052,MANILA ADVENTIST MEDICAL CENTER,,,,,,,0
5703,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
1086,PASAY CITY GENERAL HOSPITAL,,,,,,,1
5094,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2177,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
4684,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
3575,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
6102,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
5439,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
5081,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
3383,DOH-CART,,,,,,,1
4513,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
2156,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
2156,SOUTHERN ISABELA GENERAL HOSPITAL,,,,,,,1
1613,OSPITAL NG MUNTINLUPA,,,,,,,1
1613,GEAMH,,,,,,,0
5463,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4691,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
6175,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
4659,BICOL MEDICAL CENTER,,,,,,,0
5203,CHONG HUA HOSPITAL,,,,,,,0
3970,BICOL MEDICAL CENTER,,,,,,,1
4692,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
4810,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5265,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
6263,THE MEDICAL CITY,,,,,,,0
2321,OSPITAL NG MAKATI,,,,,,,1
1427,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,1
6084,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
6240,JOSE B. LINGAD MEMORIAL HOSPITAL,,,,,,,0
5882,EAST AVENUE MEDICAL CENTER,,,,,,,0
1072,MANILA ADVENTIST MEDICAL CENTER,,,,,,,1
3862,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
2671,MANILA DOCTORS HOSPITAL,,,,,,,1
0670,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
3970,MOTHER SETON HOSPITAL,,,,,,,0
2041,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
5990,THE MEDICAL CITY,,,,,,,0
3970,ST. JOHN HOSPITAL,,,,,,,0
3970,AGO FOUNDATION HOSPITAL,,,,,,,0
3970,INTEGRATED HOSPITAL,,,,,,,0
5979,BICOL REGIONAL HOSPITAL,,,,,,,0
2564,PNP GENERAL HOSPITAL,,,,,,,1
6432,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
0277,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
6226,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4121,THE MEDICAL CITY,,,,,,,0
4121,OSPITAL NG MUNTINLUPA,,,,,,,0
2706,OSPITAL NG MAKATI,,,,,,,0
4445,TONDO MEDICAL CENTER,,,,,,,0
6439,EAST AVENUE MEDICAL CENTER,,,,,,,0
6446,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
4401,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
5599,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4759,MAKATI MEDICAL CENTER,,,,,,,0
4924,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5177,ST. LUKES MEDICAL CENTER,,,,,,,0
4632,V. LUNA MEDICAL CENTER,,,,,,,0
4727,UST HOSPITAL,,,,,,,0
5170,ST. LUKES MEDICAL CENTER,,,,,,,0
4838,RIZAL MEDICAL CENTER,,,,,,,0
3986,FEU NRMF,,,,,,,1
5167,ST. LUKES MEDICAL CENTER,,,,,,,0
4970,EAST AVENUE MEDICAL CENTER,,,,,,,0
4708,RIZAL MEDICAL CENTER,,,,,,,0
6442,EAST AVENUE MEDICAL CENTER,,,,,,,0
4859,UP-PGH MEDICAL CENTER,,,,,,,0
5248,BICOL MEDICAL CENTER,,,,,,,0
4819,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
5254,THE MEDICAL CITY,,,,,,,0
6428,MAKATI MEDICAL CENTER,,,,,,,0
6320,SOUTHERN ISABELA MEDICAL CENTER,,,,,,,0
2612,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4524,SOUTHERN ISABELA MEDICAL CENTER,,,,,,,0
0469,MCU-FDTMF HOSPITAL,,,,,,,1
6244,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,,,,,,,0
6039,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
3457,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3612,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
4583,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
6349,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
6589,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
6489,PASIG CITY GENERAL HOSPITAL,,,,,,,0
6324,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,0
3664,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3664,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3393,MAKATI MEDICAL CENTER,,,,,,,1
1353,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1411,CANDON GENERAL HOSPITAL,,,,,,,1
1516,MARY CHILES GENERAL HOSPITAL,,,,,,,1
6332,BICOL MEDICAL CENTER,,,,,,,0
1521,OUR LADY OF LOURDES HOSPITAL,,,,,,,1
6337,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
6340,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
1521,CAPITOL MEDICAL CENTER,,,,,,,0
1549,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
1559,BENGUET GENERAL HOSPITAL,,,,,,,1
1559,PINES CITY DOCTOR'S HOSPITAL,,,,,,,0
1701,LUZON MEDICAL CENTER,,,,,,,1
1733,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,1
1749,RIVERSIDE MEDICAL  CENTER,,,,,,,1
1857,DECEASED,,,,,,,1
1867,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
1867,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
1894,DE LOS SANTOS MEDICAL  CENTER,,,,,,,0
1086,MANILA SANITARIUM & HOSPITAL,,,,,,,0
5316,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4887,UP-PGH MEDICAL CENTER,,,,,,,0
6582,RIZAL MEDICAL CENTER,,,,,,,0
4479,LAS PINAS CITY MEDICAL  CENTER,,,,,,,0
4615,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4539,EAST AVENUE MEDICAL CENTER,,,,,,,0
4639,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
5832,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
5059,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5240,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
3340,DAVAO REGIONAL HOSPITAL,,,,,,,1
2191,ILOILO MISSION HOSPITAL,,,,,,,1
5477,TALON GENERAL HOSPITAL,,,,,,,0
3692,CHONG HUA HOSPITAL,,,,,,,1
3692,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
4613,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4446,TONDO MEDICAL CENTER,,,,,,,0
4518,DOH-CART,,,,,,,0
0318,DE LOS SANTOS MEDICAL CENTER,,,,,,,1
2580,BUTUAN CITY MEDICAL CENTER,,,,,,,1
2191,THE MEDICAL CITY,,,,,,,0
4508,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
6149,SOUTHERN ISABELA MEDICAL CENTER,,,,,,,0
3028,OUR LADY OF LOURDES HOSPITAL,,,,,,,1
3028,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
6310,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
1849,ANGONO MEDICS HOSPITAL,,,,,,,1
0930,IMUS FAMILY HOSPITAL,,,,,,,1
1272,MANANGO HOSPITAL,,,,,,,1
6366,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,0
5949,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
5976,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
5951,STO. TOMAS GENERAL HOSPITAL,,,,,,,0
2594,RIZAL MEDICAL CENTER,,,,,,,1
3427,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
3367,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
4106,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
3195,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
3367,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
2290,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
0318,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0318,TONDO MEDICAL CENTER,,,,,,,0
1123,BETHEL BAPTIST HOSPITAL,,,,,,,1
1487,AL-QUNFUDAH GENERAL HOSPITAL,,,,,,,1
0855,MANILA DOCTORS HOSPITAL,,,,,,,1
1304,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,,,,,,,1
4493,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
4424,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
5282,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
5286,THE MEDICAL CITY,,,,,,,0
5505,EAST AVENUE MEDICAL CENTER,,,,,,,0
5502,EAST AVENUE MEDICAL CENTER,,,,,,,0
5529,EAST AVENUE MEDICAL CENTER,,,,,,,0
4762,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4288,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
5017,UP-PGH MEDICAL CENTER,,,,,,,1
5240,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2282,SAN JUAN MEDICAL CENTER,,,,,,,1
2721,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1223,THE MEDICAL CITY,,,,,,,1
1267,MOTHER TERESA OF CALCUTA MEDICAL CENTER,,,,,,,0
5089,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2282,REGION 2 TRAUMA AND MEDICAL CENTER,,,,,,,0
4747,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3781,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
6098,VALENZUELA MEDICAL CENTER,,,,,,,0
5037,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
4547,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
4751,OSPITAL NG MAKATI,,,,,,,0
4746,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
4853,EAST AVENUE MEDICAL CENTER,,,,,,,0
4884,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
4726,UST HOSPITAL,,,,,,,0
5479,OSPITAL NG MAKATI,,,,,,,0
4851,EAST AVENUE MEDICAL CENTER,,,,,,,0
5209,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
3485,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
4774,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4293,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
5479,PASIG CITY GENERAL HOSPITAL,,,,,,,0
5834,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
5472,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4455,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
5991,V. LUNA MEDICAL CENTER,,,,,,,0
5973,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
4216,RIZAL MEDICAL CENTER,,,,,,,0
4497,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
3523,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
4216,PASIG CITY GENERAL HOSPITAL,,,,,,,0
6214,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
3524,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
2637,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
2637,MAKATI MEDICAL CENTER,,,,,,,0
5878,ADVENTIST MEDICAL CENTER - MANILA,,,,,,,0
5781,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
1798,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
4611,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
5858,TONDO MEDICAL CENTER,,,,,,,0
6042,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
3397,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
6147,EAST AVENUE MEDICAL CENTER,,,,,,,0
1123,BUKIDNON DOCTORS HOSPITAL,,,,,,,0
2764,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
4606,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
4251,RIZAL MEDICAL CENTER,,,,,,,0
2764,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
6188,BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
6174,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4581,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4206,UST HOSPITAL,,,,,,,1
3033,GOV. CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
3415,DOH-CART,,,,,,,1
3415,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
4780,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
3555,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
3555,UST HOSPITAL,,,,,,,1
6254,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4986,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
6172,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,0
5080,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
3718,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
4917,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
4625,THE MEDICAL CITY,,,,,,,0
4742,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
4482,DAVAO REGIONAL HOSPITAL,,,,,,,0
4397,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
5816,CHONG HUA HOSPITAL,,,,,,,0
3715,AFP MEDICAL CENTER,,,,,,,1
4077,UP-PGH MEDICAL CENTER,,,,,,,1
5879,TONDO MEDICAL CENTER,,,,,,,0
5879,TONDO MEDICAL CENTER,,,,,,,0
3868,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
3033,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,0
4446,DOH-CART,,,,,,,0
6032,MCU-FDTMF HOSPITAL,,,,,,,0
5961,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
3094,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
0070,CAPITOL MEDICAL CENTER,,,,,,,0
6279,PERPETUAL SUCCOUR HOSPITAL,,,,,,,0
6292,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
0070,UST HOSPITAL,,,,,,,1
0088,AMERICAN EYE CENTER,,,,,,,1
0104,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
0118,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
0165,SEAMEN'S HOSPITAL,,,,,,,1
0181,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,,,,,,,1
1276,CALAMBA DOCTOR'S HOSPITAL,,,,,,,1
6049,BICOL MEDICAL CENTER,,,,,,,0
5556,DOH-CART,,,,,,,0
0792,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
6300,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
4334,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,981-0400 LOC. 2136,,,,1
5402,DAVAO DOCTORS HOSPITAL,,,,,,,0
4333,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
3142,AFP MEDICAL CENTER,,,,,,,1
4487,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,0
3618,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0098,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
4521,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
6020,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4235,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
6351,FEU NRMF,,,,,,,0
5264,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
6431,UST HOSPITAL,,,,,,,0
4963,RIZAL MEDICAL CENTER,,,,,,,0
3333,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
3929,PHILIPPINE HEART CENTER,,,,,,,0
0098,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
4825,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
0917,UP-PGH MEDICAL CENTER,,,,,,,0
0917,MANILA DOCTORS HOSPITAL,,,,,,,1
0545,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
1840,LAS PINAS DOCTORS HOSPITAL,,,,,,,1
0420,ST. PAUL HOSPITAL,,,,,,,1
3670,UP-PGH MEDICAL CENTER,,,,,,,1
0958,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0958,REGION 1 MEDICAL CENTER,,,,,,,0
2242,MAHARLIKA AMBULATORY SURGERY CENTER,,,,,,,1
2065,DAVAO DOCTORS HOSPITAL,,,,,,,1
4041,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
6250,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
2255,BROKENSHIRE MEMORIAL HOSPITAL,,,,,,,1
5983,OSPITAL NG MAKATI,,,,,,,0
3939,EAST AVENUE MEDICAL CENTER,,,,,,,1
6037,OSPITAL NG MAKATI,,,,,,,0
0398,CHONG HUA HOSPITAL,,,,,,,1
1416,MARY MEDIATRIX MEDICAL CENTER,,,,,,,1
1484,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
1369,PHILIPPINE HEART CENTER,,,,,,,1
5827,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2571,SULU HOSPITAL,,,,,,,1
1868,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
2833,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
0195,ILOILO MISSION HOSPITAL,,,,,,,1
0834,UNIVERSITY MEDICAL CENTER,,,,,,,1
1554,CALAMBA DOCTOR'S HOSPITAL,,,,,,,1
4449,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
5186,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
6433,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
0305,TAGAYTAY HOSPITAL MEDICAL CENTER,,,,,,,0
3532,OSPITAL NG MAKATI,,,,,,,1
6200,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5115,REGION 1 MEDICAL CENTER,,,,,,,0
4805,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
1079,AFP MEDICAL CENTER,,,,,,,1
5488,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
5679,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
4630,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
5590,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
1349,VALENZUELA MEDICAL CENTER,,,,,,,1
3661,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0008,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5469,UST HOSPITAL,,,,,,,0
5086,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
1620,CHONG HUA HOSPITAL,,,,,,,1
4591,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,0
4814,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5796,BICOL MEDICAL CENTER,,,,,,,0
6028,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
5981,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0978,THE MEDICAL CITY,,,,,,,0
0014,UP-PGH MEDICAL CENTER,,,,,,,1
0014,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
0014,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,0
0014,MANILA DOCTORS HOSPITAL,,,,,,,0
0014,MAKATI MEDICAL CENTER,,,,,,,0
0350,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,1
6504,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4211,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,0
4211,DOH-CART,,,,,,,0
1385,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1456,UP-PGH MEDICAL CENTER,,,,,,,1
5408,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
1505,FEU NRMF,,,,,,,1
3850,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
5421,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
5532,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
1529,PASIG MEDICAL MATERNITY CLINIC,,,,,,,1
1574,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1574,PHILIPPINE HEART  CENTER,,,,,,,1
1641,DELOS SANTOS MEDICAL CENTER,,,,,,,1
1641,ST. CLARE'S MEDICAL  CENTER,,,,,,,0
1646,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
1692,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
1727,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,,,,,,,0
1746,PERPETUAL SUCCOR HOSPITAL-CEBU CITY,,,,,,,0
1746,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,1
1874,DAVAO MEDICAL CENTER,,,,,,,1
1874,"MEDICAL MISSION GROUP COOPERATIVE HOSPITAL ",,,,,,,0
5453,SAN PEDRO HOSPITAL,,,,,,,0
6534,ST. LUKES MEDICAL CENTER,,,,,,,0
6555,MAKATI MEDICAL CENTER,,,,,,,0
6593,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5840,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
1717,TOMBOC-SALAYOG HOSPITAL,,,,,,,1
1717,ST. LOUIS HOSPITAL,,,,,,,0
6463,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
6461,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
6459,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
3584,AFP MEDICAL CENTER,,,,,,,1
3436,BATAAN GENERAL HOSPITAL,,,,,,,1
6485,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
6107,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3424,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
3424,GEAMH,,,,,,,0
3688,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
6620,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
6630,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5365,UP-PGH MEDICAL CENTER,,,,,,,0
6575,FEU-NRMF HOSPITAL,,,,,,,0
5369,UP-PGH MEDICAL CENTER,,,,,,,0
6245,REGION 1 MEDICAL CENTER,,,,,,,0
5373,UP-PGH MEDICAL CENTER,,,,,,,0
2013,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5893,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
3079,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
5594,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
5259,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
2773,UST HOSPITAL,,,,,,,1
5336,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
5474,DOH-CART,,,,,,,0
4475,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4283,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
1623,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
4289,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
4434,UP-PGH MEDICAL CENTER,,,,,,,1
2013,STO. NIÑO HOSPITAL,,,,,,,0
5190,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
6253,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4329,EAST AVENUE MEDICAL CENTER,,,,,,,0
0854,UP-PGH MEDICAL CENTER,,,,,,,1
4740,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
2119,ST. JUDE HOSPITAL AND MEDICAL CENTER,,,,,,,0
4399,REGION 1 MEDICAL CENTER,,,,,,,0
4745,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4612,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
0068,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5995,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
