member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
1229,JAIME BERCES MEMERIAL HOSPITAL,,,,,,,0
5536,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
0813,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
0031,PINES CITY DOCTOR'S HOSPITAL,,,,,,,1
3701,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
3100,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,1
4436,UP-PGH MEDICAL CENTER,,,,,,,1
5932,THE MEDICAL CITY,,,,,,,0
4833,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
2184,BONGAO DOCTORS' HOSPITAL,,,,,,,1
0848,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
3614,CHONG HUA HOSPITAL,,,,,,,1
6058,ST. LUKES MEDICAL CENTER,,,,,,,0
4352,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,1
0360,SOUTHERN ISABELA GENERAL HOSPITAL,,,,,,,1
2592,MANILA ADVENTIST MEDICAL CENTER,,,,,,,1
4580,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
4447,BICOL MEDICAL CENTER,,,,,,,0
0366,ST. ANTHONY COLLEGE HOSPITAL,,,,,,,1
4463,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
0639,NAZARENOS COLLEGE & HOSPITAL FOUNDATION,,,,,,,0
4850,EAST AVENUE MEDICAL CENTER,,,,,,,0
6154,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5337,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
1262,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,1
0942,THE MEDICAL CITY,,,,,,,0
5109,FEU NRMF,,,,,,,0
1958,ST. CLARE'S MEDICAL  CENTER,,,,,,,1
5696,EAST AVENUE MEDICAL CENTER,,,,,,,0
2016,OUR LADY OF LOURDES HOSPITAL,,,,,,,1
0733,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
1824,POLYMEDIC GENERAL HOSPITAL,,,,,,,1
3000,UST HOSPITAL,,,,,,,1
2800,"RIO TUBA NICKEL FOUNDATION, INC. HOSPITAL",,,,,,,1
3194,UP-PGH MEDICAL CENTER,,,,,,,1
1803,AFP MEDICAL CENTER,,,,,,,1
1199,CAPITOL MEDICAL CENTER,,,,,,,1
3252,THE MEDICAL CITY,,,,,,,1
2335,MOTHER SETON HOSPITAL,,,,,,,1
0868,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
0868,MANILA DOCTORS HOSPITAL,,,,,,,0
0600,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
0745,EVANGELISTA MEDICAL SPECIALTY HOSPITAL,,,,,,,1
0527,ST. PAUL HOSPITAL,,,,,,,1
0527,YANGA'S HOSPITAL,,,,,,,0
2891,ST. PAUL HOSPITAL - TUGUEGARAO,,,,,,,1
0180,ST. PATRICK'S HOSPITAL & MEDICAL CENTER,,,,,,,1
1470,PHILIPPINE HEART CENTER,,,,,,,1
1507,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
0495,DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL,,,,,,,1
0611,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
2740,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
2716,FAR NORTH LUZON GENERAL HOSPITAL AND TRAINING CENTER,,,,,,,0
4413,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
2818,RAMOS GENERAL HOSPITAL,,,,,,,1
5154,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
3279,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3503,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,1
0001,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
3776,BATANGAS MEDICAL CENTER,,,,,,,1
1921,RIVERSIDE MEDICAL CENTER,,,,,,,1
3136,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
1685,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0360,MEDICAL CENTER MANILA,,,,,,,0
1694,MAKATI MEDICAL CENTER,,,,,,,1
1837,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,1
5158,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
6475,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
4634,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
3591,EAST AVENUE MEDICAL CENTER,,,,,,,1
1697,UP-PGH MEDICAL CENTER,,,,,,,1
1565,MINDANAO MEDICAL CENTER,,,,,,,0
1565,THE DOCTORS HOSPITAL,,,,,,,1
1445,TANZA FAMILY GENERAL HOSPITAL,,,,,,,1
1445,CAVITE MEDICAL CENTER,,,,,,,0
2587,TAGUIG-PATEROS DISTRICT HOSPITAL,,,,,,,1
2587,QUEZON MEDICAL CENTER,,,,,,,0
1424,"REGION I-MEDICAL CENTER, DAGUPAN CITY",,,,,,,1
1310,STA. TERESITA GENERAL HOSPITAL,,,,,,,1
1593,ISABELA DISTRICT HOSPITAL,,,,,,,1
1647,BILIRAN PROVINCIAL HOSPITAL,,,,,,,1
1652,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2007,FEU NRMF,,,,,,,1
2761,RIVERSIDE MEDICAL CENTER,,,,,,,1
3310,RIZAL MEDICAL CENTER,,,,,,,1
5121,REGION 1 MEDICAL CENTER,,,,,,,0
1412,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
0232,"STA. CRUZ DISTRICT HOSPITAL, STA. CRUZ, MARINDUQUE",,,,,,,1
1447,ST. VINCENT GENERAL HOSPITAL,,,,,,,1
1447,STA. MONICA HOSPITAL,,,,,,,0
5243,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
0487,ST. VINCENT GENERAL HOSPITAL,,,,,,,1
0487,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
0487,SACRED HEART HOSPITAL,,,,,,,0
4141,UST HOSPITAL,,,,,,,1
2562,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
5771,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,,,,,,,0
0498,ST. PAULS HOSPITAL - ILOILO CITY,,,,,,,0
2109,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5150,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
0037,ST. PATRICK'S HOSPITAL & MEDICAL CENTER,,,,,,,1
0980,"ST. MARY'S HOSPITAL,",,,,,,,1
0980,EAST AVENUE MEDICAL CENTER,,,,,,,0
2463,SACRED HEART HOSPITAL,,,,,,,0
0591,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0591,EAST AVENUE MEDICAL CENTER,,,,,,,1
3582,EAST AVENUE MEDICAL CENTER,,,,,,,1
0188,ST. JOHN MEDICAL CENTER,,,,,,,1
5901,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
2047,ST. CLARE'S MEDICAL  CENTER,,,,,,,1
1371,"PROVINCIAL HEALTH OFFICE-IBA, ZAMBALES",,,,,,,1
1118,UP-PGH MEDICAL CENTER,,,,,,,0
1148,MAYOR HILARIO A. RAMIRO SR. REGIONAL AND TEACHING HOSPITAL,,,,,,,1
1693,SAN PABLO CITY MEDICAL CENTER,,,,,,,1
1693,SAN PABLO DOCTORS HOSPITAL,,,,,,,0
3991,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
3535,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
0774,OSPITAL NG TONDO,,,,,,,1
1216,ST. VICTORIA HOSPITAL,,,,,,,0
1216,THE FAMILY CLINIC,,,,,,,0
1216,"ST. PAUL HOSPITAL - BOCAUE, BULACAN",,,,,,,0
0571,CAPITOL MEDICAL CENTER,,,,,,,1
2030,MADONNA & CHILD HOSPITAL,,,,,,,1
1157,LUNG CENTER OF THE PHILIPPINES,,,,,,,1
0214,"UPHRMC, LAS PINAS",,,,,,,1
4350,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,1
4035,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
0122,"MEDICAL MISSION GROUP COOPERATIVE HOSPITAL ",,,,,,,1
2611,UP-PGH MEDICAL CENTER,,,,,,,1
0174,NUEVA ECIJA DOCTORS HOSPITAL,,,,,,,0
1473,BATAAN DOCTORS HOSPITAL,,,,,,,1
3263,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,1
1161,QUEZON MEDICAL CENTER,,,,,,,1
5096,EAST AVENUE MEDICAL CENTER,,,,,,,0
1603,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
2824,GENERAL SANTOS DOCTORS HOSPITAL,,,,,,,1
3182,THE MEDICAL CITY,,,,,,,1
0806,CEBU CITY MEDICAL CENTER,,,,,,,1
0035,PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,,,,,,,1
3182,"GEORGE DEWEY MEDICAL AND WELLNESS CENTER ",,,,,,,0
0723,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
0723,CHONG HUA HOSPITAL,,,,,,,0
4989,LORENZO D. ZAYCO DISTRICT HOSPITAL,,,,,,,0
1403,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
1842,MARY CHILES GENERAL HOSPITAL,,,,,,,0
0723,METRO CEBU COMMUNITY HOSPITAL,,,,,,,0
3963,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,0
2072,MANILA EAST MEDICAL CENTER,,,,,,,1
5066,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
5542,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0333,NUEVA ECIJA GOOD SAMARITAN GENERAL HOSPITAL,,,,,,,1
5058,DOH-CART,,,,,,,0
6074,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
0589,NAZARENUS GENERAL HOSPITAL,,,,,,,1
1663,THE MEDICAL CITY,,,,,,,1
6181,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
5354,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
2084,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
2766,PERPETUAL SOCCOUR HOSPITAL,,,,,,,1
0785,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
1922,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL,,,,,,,1
5093,EAST AVENUE MEDICAL CENTER,,,,,,,0
2984,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
3674,UP-PGH MEDICAL CENTER,,,,,,,1
0241,NORTHERN SAMAR PROVINCIAL HOSPITAL,,,,,,,1
1392,DE LOS SANTOS MEDICAL CENTER,,,,,,,0
2031,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
5297,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
0062,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,1
4498,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
1464,SEAMEN'S HOSPITAL,,,,,,,1
5583,MAKATI MEDICAL CENTER,,,,,,,0
5357,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,0
2615,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
4673,QUEZON MEDICAL CENTER,,,,,,,0
4545,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
2974,EAST AVENUE MEDICAL CENTER,,,,,,,1
6057,ST. LUKES MEDICAL CENTER,,,,,,,0
1080,AFP MEDICAL CENTER,,,,,,,1
0729,UPLB - UNIVERSITY HEALTH SERVICE,,,,,,,1
5122,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
1787,MARTINEZ MEMORIAL HOSPITAL,,,,,,,1
0062,RIVERSIDE MEDICAL CENTER,,,,,,,0
0034,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3997,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
4153,BATAAN GENERAL HOSPITAL,,,,,,,0
0034,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2448,THE MEDICAL CITY,,,,,,,1
5950,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,0
5035,"ANTIQUE MEDICAL CENTER ",,,,,,,0
2084,DAVAO MEDICAL CENTER,,,,,,,0
4233,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
2884,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,0
0442,TACLOBAN CITY HOSPITAL,,,,,,,1
1437,JAMES L. GORDON MEMORIAL HOSPITAL,,,,,,,1
3121,AFP MEDICAL CENTER,,,,,,,1
4967,EAST AVENUE MEDICAL CENTER,,,,,,,0
4323,EAST AVENUE MEDICAL CENTER,,,02-7992518,,,,0
0636,NORTHERN SAMAR PROVINCIAL HOSPITAL,,,,,,,1
0636,MANILA SANITARIUM & HOSPITAL,,,,,,,0
1093,NORTHERN SAMAR PROVINCIAL HOSPITAL,,,,,,,1
1745,UNCIANO MEDICAL CENTER,,,,,,,1
4097,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
0428,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
3476,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
1207,CULION SANITARIUM AND GENERAL HOSPITAL,,,,,,,1
0849,FORT BONIFACIO GENERAL HOSPITAL,,,,,,,1
0866,EASTERN PANGASINAN DISTRICT HOSPITAL,,,,,,,1
4046,DAVAO DOCTORS HOSPITAL,,,,,,,0
4331,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
4781,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
6082,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
4901,GOV. CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
2347,GARCIA GENERAL HOSPITAL,,,,,,,1
2347,DEE HWA LIONG FOUNDATION,,,,,,,0
2347,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,0
1324,SAN PABLO CITY MEDICAL CENTER,,,,,,,1
1873,SAN CARLOS DOCTORS HOSPITAL,,,,,,,1
0714,MINDANAO SANITARIUM & HOSPITAL,,,,,,,1
1612,ST. ANTHONY COLLEGE HOSPITAL,,,,,,,0
2339,STO. NINO DE SAN ANTONIO HOSPITAL,,,,,,,1
2417,REGION 1 MEDICAL CENTER,,,,,,,1
0907,METROPOLITAN MEDICAL CENTER,,,,,,,1
1812,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
1270,"MERCY COMMUNITY HOSPITAL, INC.",,,,,,,1
1270,MINDANAO SANITARIUM & HOSPITAL,,,,,,,0
1345,MENDOZA GENERAL HOSPITAL,,,,,,,1
0246,MASBATE DOCTORS HOSPITAL,,,,,,,1
3050,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
4405,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
1200,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
1735,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1117,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2867,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,1
2291,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
2663,ST. PATRICK'S HOSPITAL & MEDICAL CENTER,,,,,,,1
1182,QUIJANO CLINIC & HOSPITAL,,,,,,,1
1182,SULTAN KUDARAT DOCTORS HOSPITAL,,,,,,,0
0341,DR. AMANDO GARCIA MEDICAL CENTER,,,,,,,1
3720,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
0341,OUR LADY OF MT. CARMEL MEDICAL CENTER,,,,,,,0
4906,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,0
5202,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
5246,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
4184,UP-PGH MEDICAL CENTER,,,,,,,0
5370,UP-PGH MEDICAL CENTER,,,,,,,0
2998,RIZAL MEDICAL CENTER,,,,,,,1
3257,UST HOSPITAL,,,,,,,1
5169,ST. LUKES MEDICAL CENTER,,,,,,,0
2372,BULACAN MEDICAL CENTER,,,,,,,1
1925,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,0
2372,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
4409,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
4409,MAKABALI MEMORIAL HOSPITAL,,,,,,,0
4409,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,0
3392,UP-PGH MEDICAL CENTER,,,,,,,1
2667,THE MEDICAL CITY,,,,,,,1
1829,FEU NRMF,,,,,,,1
1742,FEU NRMF,,,,,,,1
0826,FEU NRMF,,,,,,,1
3894,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
2258,FEU NRMF,,,,,,,1
2375,FEU NRMF,,,,,,,1
0754,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2885,UST HOSPITAL,,,,,,,1
1197,D.O. PLAZA MEMORIAL HOSPITAL,,,,,,,1
0451,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
1203,DE OCAMPO MEMORIAL MEDICAL CENTER,,,,,,,0
3156,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
4922,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4484,UP-PGH MEDICAL CENTER,,,,,,,0
1102,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
1102,STA. TERESITA GENERAL HOSPITAL,,,,,,,0
1102,DELOS SANTOS MEDICAL CENTER,,,,,,,0
3184,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
3184,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,1
6061,SAN PEDRO HOSPITAL,,,,,,,0
1901,RIVERSIDE MEDICAL  CENTER,,,,,,,1
1121,BUTUAN CITY MEDICAL CENTER,,,,,,,1
1901,BACOLOD DOCTORS HOSPITAL,,,,,,,0
1901,LN AGUSTIN MEMORIAL HOSPITAL,,,,,,,0
4092,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
1701,"NAZARETH GENERAL HOSPITAL ",,,,,,,0
3093,AFP MEDICAL CENTER,,,,,,,1
3093,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
0456,STA. TERESITA GENERAL HOSPITAL,,,,,,,0
3785,PHILIPPINE HEART CENTER,,,,,,,0
6221,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5318,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4938,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
6218,V. LUNA MEDICAL CENTER,,,,,,,0
3235,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
3338,DAVAO REGIONAL HOSPITAL,,,,,,,1
1410,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
4113,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,,,,,,,1
2530,UP-PGH MEDICAL CENTER,,,,,,,1
2002,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
2198,BROKENSHIRE MEMORIAL HOSPITAL,,,,,,,1
4796,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5049,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
3529,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5238,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
0456,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
3440,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
0262,URDANETA SACRED HEART HOSPITAL,,,,,,,0
3069,ZANORTE MEDICAL CENTER,,,,,,,1
4378,DIOSDADO MACAPAGAL MEMORIAL HOSPITAL,,,,,,,0
2678,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
3082,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
1562,MAKABALI MEMORIAL HOSPITAL,,,,,,,1
5117,REGION 1 MEDICAL CENTER,,,,,,,0
2468,COTABATO PROVINCIAL HOSPITAL,,,,,,,1
1013,ST. CLARE'S MEDICAL  CENTER,,,,,,,0
5238,SOUTHERN LEYTE PROVINCIAL HOSPITAL,,,,,,,0
0456,QUEZON CITY MEMORIAL MEDICAL CENTER,,,,,,,0
3784,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1331,PHILIPPINE HEART CENTER,,,,,,,1
1822,DIVINE LOVE  GENERAL HOSPITAL,,,,,,,1
3280,UP-PGH MEDICAL CENTER,,,,,,,1
2494,UP-PGH MEDICAL CENTER,,,,,,,1
2188,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
2143,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
1221,MANILA DOCTORS HOSPITAL,,,,,,,1
4705,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
6217,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
3120,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
0202,BICOL MEDICAL CENTER,,,,,,,1
1562,SAN FERNANDO HOSPITAL,,,,,,,0
1337,BATANGAS REGIONAL HOSPITAL,,,,,,,1
0435,UP-PGH MEDICAL CENTER,,,,,,,1
3825,UP-PGH MEDICAL CENTER,,,,,,,1
3557,THE MEDICAL CITY,,,,,,,1
1589,MEDICAL CENTER MANILA,,,,,,,1
5662,MAKATI MEDICAL CENTER,,,,,,,0
5448,SAN PEDRO HOSPITAL,,,,,,,0
1843,HOSPITAL OF THE INFANT JESUS,,,,,,,1
2837,IMMACULATE HEART OF MARY HOSPITAL,,,,,,,0
0583,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
5304,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
1726,HOSPITAL OF THE INFANT JESUS,,,,,,,1
4490,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
3376,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
5492,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,,,,,,,0
1293,BUKIDNON PROVINCIAL HOSPITAL,,,,,,,1
0971,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
0898,CHONG HUA HOSPITAL,,,,,,,1
0898,PERPETUAL SUCCOR HOSPITAL-CEBU CITY,,,,,,,0
1425,EAST AVENUE MEDICAL CENTER,,,,,,,1
1759,LUZON COLLEGES HEALTH SERVICES,,,,,,,1
2888,UST HOSPITAL,,,,,,,1
4159,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1125,DAGUPAN DOCTOR'S VILLAFLOR MEMORIAL HOSPITAL,,,,,,,1
2453,OSPITAL NG ANGELES,,,,,,,1
3421,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
2453,DIOSDADO MACAPAGAL MEMORIAL HOSPITAL,,,,,,,0
6127,TONDO MEDICAL CENTER,,,,,,,0
2453,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
4359,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
3052,BUKIDNON PROVINCIAL HOSPITAL,,,,,,,1
0457,DR. JOSE RIZAL MEMORIAL DISTRICT HOSPITAL,,,,,,,1
0456,ST. JUDE HOSPITAL AND MEDICAL CENTER,,,,,,,0
2602,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
3120,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,0
3931,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,1
3545,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
3785,BICOL MEDICAL CENTER,,,,,,,0
4404,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
6486,RIZAL MEDICAL CENTER,,,,,,,0
4133,RIZAL PROVINCIAL HOSPITAL,,,,,,,0
1252,CAGAYAN VALLEY SANITARIUM & HOSPITAL,,,,,,,0
1252,DE VERA MEDICAL CENTER,,,,,,,1
3043,OSPITAL NG MAKATI,,,,,,,1
2814,MEDICAL CENTER WESTERN BATANGAS,,,,,,,1
2370,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
2146,OSPITAL NG MAKATI,,,,,,,1
0025,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
3837,MCU-FDTMF HOSPITAL,,,,,,,1
2292,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1764,BULACAN MEDICAL CENTER,,,,,,,1
0051,MEDINA GENERAL HOSPITAL,,,,,,,1
0053,METRO VIGAN COOPERATIVE HOSPITAL,,,,,,,1
3108,OSPITAL NG MAKATI,,,,,,,1
1772,MOUNT BANAWE HOSPITAL,,,,,,,1
3837,MCU-FDTMF HOSPITAL,,,,,,,1
2534,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4375,DOH-CART,,,,,,,0
2142,DR. JESUS DELGADO MEMORIAL HOSPITAL,,,,,,,1
4109,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
1833,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4081,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
3704,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
4192,DAVAO DOCTORS HOSPITAL,,,,,,,0
1943,UP-PGH MEDICAL CENTER,,,,,,,1
1944,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
1945,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
1947,SACRED HEART HOSPITAL,,,,,,,1
0537,MCU-FDTMF HOSPITAL,,,,,,,1
0827,ILOILO DOCTOR'S HOSPITAL,,,,,,,1
1932,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
0583,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2869,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1953,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
5484,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
1955,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1740,THE MEDICAL CITY,,,,,,,1
2251,LIPA CITY DISTRICT HOSPITAL,,,,,,,0
2995,LUNG CENTER OF THE PHILIPPINES,,,,,,,1
2131,CAMARINES NORTE PROVINCIAL HOSPITAL,,,,,,,1
1133,CHONG-BI HOSPITAL,,,,,,,0
2953,MORONG DOCTORS HOSPITAL,,,,,,,0
4382,ST. RAPHAEL FOUNDATION MEDICAL CENTER,,,,,,,0
3281,UP-PGH MEDICAL CENTER,,,,,,,1
3155,NEGROS ORIENTAL PROVINCIAL HOSPITAL,,,,,,,1
1963,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1964,MANABAT HOSPITAL,,,,,,,1
